Variable:,tasmax
,Seychelles,Aldabra,Alphonse,"Anse Aux Pins","Anse Boileau","Anse Etoile","Anse Royale",Aride,Assumption,Astove,"Au Cap","Baie Lazare","Beau Vallon","Bel Air",Belombre,Bijoutier,Bird,Cascade,"Cerf Island",Conception,Cosmoledo,Cousin,Cousine,Curieuse,Darros,Denis,Desnoeufs,Desroches,"English River",Farquhar,Felicite,Fregate,Glacis,"Grand Anse Mahe","Grande Soeur","Ile du Sud","La Digue","Les Mamelles",Marie-Louise,"Mont Buxton","Mont Fleuri","North Island","Petite Soeur",Plaisance,Platte,"Pointe Larue",Poivre,"Port Glaud",Praslin,Providence,Remire,"Roche Caiman",Silhouette,"St Louis","St. Francois","St. Joseph Atoll","St. Pierre","Ste Anne",Takamaka,Therese,Coetivy
2009,30.48,30.53,30.49,30.49,30.48,30.48,30.49,30.49,30.49,30.49,30.49,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.49,30.48,30.49,30.48,30.49,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.49,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.49,30.48,30.49
2010,30.65,30.49,30.68,30.68,30.64,30.64,30.68,30.68,30.68,30.68,30.68,30.65,30.64,30.64,30.64,30.64,30.64,30.65,30.64,30.64,30.65,30.64,30.64,30.65,30.64,30.64,30.64,30.68,30.64,30.68,30.64,30.68,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.68,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.64,30.67,30.64,30.67
2011,30.49,30.38,30.52,30.52,30.48,30.48,30.52,30.52,30.52,30.52,30.52,30.49,30.48,30.48,30.48,30.48,30.48,30.49,30.48,30.48,30.49,30.48,30.48,30.49,30.48,30.48,30.48,30.52,30.48,30.52,30.48,30.52,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.52,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.51,30.48,30.51
2012,30.44,30.27,30.45,30.45,30.43,30.43,30.45,30.45,30.45,30.45,30.45,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.45,30.43,30.45,30.43,30.45,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.45,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.45,30.43,30.45
2013,30.44,30.33,30.47,30.47,30.43,30.43,30.47,30.47,30.47,30.47,30.47,30.44,30.43,30.43,30.43,30.43,30.43,30.44,30.43,30.43,30.44,30.43,30.43,30.44,30.43,30.43,30.43,30.47,30.43,30.47,30.43,30.47,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.47,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.46,30.43,30.46
2014,30.45,30.33,30.48,30.48,30.43,30.43,30.48,30.48,30.48,30.48,30.48,30.44,30.43,30.43,30.43,30.43,30.43,30.44,30.43,30.43,30.44,30.43,30.43,30.44,30.43,30.43,30.43,30.48,30.43,30.48,30.43,30.48,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.48,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.43,30.47,30.43,30.47
2015,30.81,30.56,30.84,30.84,30.79,30.79,30.84,30.84,30.84,30.84,30.84,30.80,30.79,30.79,30.79,30.79,30.79,30.80,30.79,30.79,30.80,30.79,30.79,30.80,30.79,30.79,30.79,30.84,30.79,30.84,30.79,30.84,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.84,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.79,30.83,30.79,30.83
2016,30.60,30.38,30.63,30.63,30.58,30.58,30.63,30.63,30.63,30.63,30.63,30.59,30.58,30.58,30.58,30.58,30.58,30.59,30.58,30.58,30.59,30.58,30.58,30.59,30.58,30.58,30.58,30.63,30.58,30.63,30.58,30.63,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.63,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.62,30.58,30.62
2017,30.58,30.62,30.60,30.60,30.57,30.57,30.60,30.60,30.60,30.60,30.60,30.57,30.57,30.57,30.57,30.57,30.57,30.58,30.57,30.57,30.58,30.57,30.57,30.58,30.57,30.57,30.57,30.60,30.57,30.60,30.57,30.60,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.60,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.57,30.60,30.57,30.60
2018,30.49,30.47,30.52,30.52,30.48,30.48,30.52,30.52,30.52,30.52,30.52,30.49,30.48,30.48,30.48,30.48,30.48,30.49,30.48,30.48,30.49,30.48,30.48,30.49,30.48,30.48,30.48,30.52,30.48,30.52,30.48,30.52,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.52,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.48,30.51,30.48,30.51
2019,30.61,30.77,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61,30.61
2020,30.59,30.73,30.61,30.61,30.58,30.58,30.61,30.61,30.61,30.61,30.61,30.58,30.58,30.58,30.58,30.58,30.58,30.59,30.58,30.58,30.59,30.58,30.58,30.59,30.58,30.58,30.58,30.61,30.58,30.61,30.58,30.61,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.61,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.58,30.61,30.58,30.61
